nocontrat;exposition;zone;puissance;agevehicule;ageconducteur;bonus;marque;carburant;densite;region;nbre;no;garantie;cout
1103622;0.19;E;5;0;46;72;1;D;93;6;2;49689;4BG;65.64
1103622;0.19;E;5;0;46;72;1;D;93;6;2;49655;1RC;71.65
1103868;1;A;6;4;36;50;1;D;24;13;2;37227;3VI;324.06
1103868;1;A;6;4;36;50;1;D;24;13;2;37214;4BG;350.23
1103919;0.66;D;13;8;48;50;11;E;24;13;2;37264;3VI;321.62
1103919;0.66;D;13;8;48;50;11;E;24;13;2;37276;3VI;659.03
1103941;0.74;C;8;21;47;50;3;D;52;13;2;37353;1RC;1128.12
1103977;0.84;D;6;0;50;50;1;E;24;13;1;37286;1RC;254.55
1104207;0.23;A;7;3;49;50;3;D;24;13;1;33183;4BG;456.99
1104349;1;C;7;9;21;85;1;E;93;3;1;33192;3VI;-239.27
1104532;1;D;7;8;40;50;10;D;31;13;1;49030;1RC;1068.5
1104697;1;E;12;4;39;69;10;D;82;6;1;38476;2DO;1128
1104971;0.1;E;7;7;37;50;11;D;82;13;3;38569;1RC;3885.73
1104971;0.1;E;7;7;37;50;11;D;82;13;3;38570;2DO;839.44
1104971;0.1;E;7;7;37;50;11;D;82;13;3;38563;1RC;159.66
1105443;1;A;6;12;47;50;1;D;74;13;1;47482;4BG;631.2
1105475;0.5;C;6;5;19;95;3;E;52;1;1;47577;2DO;8249.18
1106184;0.16;D;6;1;35;51;6;D;25;12;1;39086;2DO;125.26
1106493;0.1;D;5;7;62;50;1;E;54;13;2;46346;4BG;1128
1106493;0.1;D;5;7;62;50;1;E;54;13;2;46345;1RC;1442.06
1106610;1;E;4;9;48;62;1;E;93;13;1;41926;1RC;77.23
1106883;0.88;F;6;1;53;53;1;D;11;13;1;45120;1RC;506.51
1106887;0.49;F;9;7;29;51;1;E;11;12;1;45118;1RC;672.48
1106928;1;F;6;6;46;50;6;E;11;13;1;45084;1RC;0
1106944;0.48;D;5;2;33;50;1;E;11;13;2;45020;2DO;3397.51
1106944;0.48;D;5;2;33;50;1;E;11;13;2;45022;3VI;0
1106974;1;D;6;5;36;95;2;D;73;1;2;45170;1RC;2233.99
1106974;1;D;6;5;36;95;2;D;73;1;2;45171;2DO;4323.42
1107025;0.03;F;6;5;33;50;3;E;11;13;2;44965;2DO;152.45
1107025;0.03;F;6;5;33;50;3;E;11;13;2;44964;1RC;363.87
1107055;1;E;7;2;56;56;5;D;25;13;4;32977;4BG;1402.87
1107055;1;E;7;2;56;56;5;D;25;13;4;32949;1RC;1374.51
1107055;1;E;7;2;56;56;5;D;25;13;4;32950;2DO;78.01
1107055;1;E;7;2;56;56;5;D;25;13;4;33012;4BG;1984.95
1107299;0.92;A;6;9;57;50;1;D;24;13;2;44091;3VI;235.09
1107299;0.92;A;6;9;57;50;1;D;24;13;2;44090;2DO;1070.87
1107469;1;E;7;4;37;50;6;E;82;13;1;38184;2DO;0
1108190;0.93;E;5;1;70;71;3;D;93;6;2;48414;3VI;1112.44
1108335;1;E;5;6;37;50;3;D;93;13;1;48261;1RC;230.03
1108407;0.7;D;6;7;20;85;2;D;24;3;1;39492;4BG;216.05
1108426;0.53;C;5;13;29;90;2;D;24;2;1;39512;4BG;821.4
1108596;0.98;E;7;5;49;59;5;E;24;13;1;44336;2DO;105.15
1108766;1;D;7;15;53;50;2;E;24;13;1;44569;4BG;1128.12
1108768;0.49;D;5;11;48;64;5;D;24;8;1;44334;1RC;-405.81
1108881;1;A;7;18;58;80;2;E;24;4;1;33930;1RC;2686.43
1108934;0.96;D;7;5;50;125;11;D;11;-1;6;33959;2DO;5550.29
1108934;0.96;D;7;5;50;125;11;D;11;-1;6;34058;1RC;1189.1
1108934;0.96;D;7;5;50;125;11;D;11;-1;6;34024;2DO;402.16
1108934;0.96;D;7;5;50;125;11;D;11;-1;6;33958;1RC;2218.69
1108934;0.96;D;7;5;50;125;11;D;11;-1;6;34023;1RC;9549.98
1108934;0.96;D;7;5;50;125;11;D;11;-1;6;34059;2DO;257.22
1108960;0.78;D;6;1;33;50;3;D;24;13;1;34030;4BG;1128
1109135;0.41;F;9;18;42;100;11;E;11;0;1;33701;1RC;14960.97
1109466;0.4;C;6;7;44;62;2;D;24;13;1;49510;1RC;1030.95
1109772;0.66;B;5;16;37;51;2;E;53;12;1;36932;1RC;511.06
1110729;0.31;C;8;10;36;50;12;E;91;13;1;42302;1RC;3427.12
1111256;0.58;C;7;5;23;76;6;D;82;5;1;39019;1RC;0
1111288;0.81;C;6;2;37;60;3;D;82;9;2;39037;1RC;1665.7
1111288;0.81;C;6;2;37;60;3;D;82;9;2;39038;2DO;0
1111509;0.13;D;7;2;47;50;1;D;82;13;1;39052;3VI;611.38
1111559;1;C;5;6;38;50;3;D;93;13;1;32648;2DO;1128
1111671;0.59;D;6;7;43;80;3;D;93;4;4;49996;1RC;0
1111671;0.59;D;6;7;43;80;3;D;93;4;4;32673;3VI;670.17
1111671;0.59;D;6;7;43;80;3;D;93;4;4;32710;5CO;8722.06
1111671;0.59;D;6;7;43;80;3;D;93;4;4;32709;1RC;590.21
1111791;0.7;E;6;6;50;50;3;D;11;13;2;45165;1RC;983.36
1111791;0.7;E;6;6;50;50;3;D;11;13;2;45041;1RC;136.61
1111935;1;D;10;13;45;55;1;E;31;13;1;31691;4BG;1128.12
1111996;1;E;4;9;35;125;1;D;22;-1;1;31546;1RC;85.96
1112086;0.46;E;7;11;28;85;1;E;22;3;1;31694;1RC;85.96
1112096;0.4;E;12;15;24;80;11;E;22;4;1;31647;1RC;124.99
1112191;0.9;C;7;5;36;50;13;D;24;13;1;40162;4BG;275.83
1112311;0.67;D;6;1;28;68;4;D;24;7;1;40216;1RC;938.18
1112342;0.64;D;8;0;28;64;10;D;24;8;1;40358;3VI;0
1112495;0.52;D;4;5;61;50;4;D;82;13;3;34470;1RC;700.68
1112495;0.52;D;4;5;61;50;4;D;82;13;3;34435;3VI;4297.85
1112495;0.52;D;4;5;61;50;4;D;82;13;3;34471;2DO;289.35
1112559;0.13;D;6;6;22;90;2;D;82;2;1;34505;1RC;238.22
1112689;0.88;D;5;1;38;50;1;D;93;13;1;50006;1RC;212.4
1112703;0.27;E;6;3;43;50;6;E;93;13;2;48314;2DO;1708.22
1112703;0.27;E;6;3;43;50;6;E;93;13;2;48315;3VI;289.52
1113041;0.04;C;5;1;26;64;3;E;53;8;1;35866;1RC;77
1113047;0.16;D;5;19;76;50;3;D;53;13;3;35722;2DO;412.41
1113047;0.16;D;5;19;76;50;3;D;53;13;3;35723;4BG;187.5
1113047;0.16;D;5;19;76;50;3;D;53;13;3;35701;4BG;335.68
1113238;1;C;6;1;40;50;1;D;82;13;3;41329;1RC;696.19
1113238;1;C;6;1;40;50;1;D;82;13;3;41523;2DO;175.16
1113238;1;C;6;1;40;50;1;D;82;13;3;41380;4BG;173.69
1113364;1;D;5;2;47;55;2;E;82;13;2;41444;2DO;4082.68
1113364;1;D;5;2;47;55;2;E;82;13;2;41191;2DO;990.03
1113427;1;D;7;1;64;50;12;E;82;13;1;41196;3VI;79.16
1113651;0.77;D;9;8;24;72;5;E;53;6;1;36863;1RC;269.43
1113999;0.7;C;5;11;47;50;2;D;82;13;1;38393;1RC;90.45
1114095;1;C;11;7;60;50;4;E;93;13;1;38428;4BG;310.94
1114259;1;E;8;9;38;50;10;E;82;13;1;38271;4BG;973.13
1114289;0.69;D;6;5;52;55;3;D;82;13;1;38359;3VI;80.21
1114362;0.96;E;4;1;52;50;2;E;82;13;1;38274;1RC;394.9
1114428;0.49;E;9;14;24;90;2;E;82;2;1;38426;1RC;286.58
1114491;0.5;D;7;13;36;53;1;E;72;13;1;34201;1RC;1128.12
1114936;0.32;D;4;13;62;50;2;E;24;13;1;40189;1RC;195.06
1115216;1;D;7;16;25;90;2;E;24;2;3;33296;4BG;0
1115216;1;D;7;16;25;90;2;E;24;2;3;33216;4BG;122.79
1115216;1;D;7;16;25;90;2;E;24;2;3;33371;4BG;70.38
1115540;1;C;6;10;26;85;5;E;41;3;1;37729;3VI;94.97
1115715;1;B;6;1;23;76;4;D;41;5;4;37810;1RC;0
1115715;1;B;6;1;23;76;4;D;41;5;4;37812;2DO;103.71
1115715;1;B;6;1;23;76;4;D;41;5;4;37813;4BG;0
1115715;1;B;6;1;23;76;4;D;41;5;4;37807;4BG;9693.46
1115895;0.22;C;6;4;26;90;1;D;24;2;3;41748;2DO;72.2
1115895;0.22;C;6;4;26;90;1;D;24;2;3;41745;2DO;0
1115895;0.22;C;6;4;26;90;1;D;24;2;3;41744;1RC;1128.12
1116006;0.48;B;6;2;31;54;1;D;24;11;2;47645;1RC;0
1116006;0.48;B;6;2;31;54;1;D;24;11;2;47646;2DO;203.54
1116030;0.36;C;6;11;57;50;1;D;24;13;1;47611;4BG;237.2
1116379;1;D;5;7;38;50;3;D;93;13;2;50022;1RC;0
1116379;1;D;5;7;38;50;3;D;93;13;2;48366;1RC;2.63
1116433;0.76;D;7;9;30;60;4;E;93;9;2;48224;1RC;1358
1116433;0.76;D;7;9;30;60;4;E;93;9;2;48289;1RC;420.08
1116579;0.79;D;7;3;52;50;2;E;53;13;1;40612;4BG;1128.12
1116706;0.7;C;6;14;73;95;4;E;25;1;1;49798;1RC;78.24
1116733;0.48;A;9;11;21;90;1;E;23;2;1;49813;1RC;1433.12
1117241;0.75;B;10;13;57;76;2;D;24;5;1;36063;1RC;0
1117276;0.12;E;4;16;20;50;5;E;24;13;1;36035;4BG;1128.12
1117358;0.58;A;6;2;29;88;2;D;24;2;2;36173;1RC;362.68
1117358;0.58;A;6;2;29;88;2;D;24;2;2;36234;4BG;1267.15
1117518;1;F;6;2;26;50;2;E;11;13;2;36617;3VI;67.87
1117555;0.81;A;4;9;45;50;2;E;24;13;1;36646;1RC;328.88
1117765;0.91;C;7;0;48;50;2;D;53;13;1;45429;4BG;0
1117795;0.53;C;6;3;40;50;3;D;53;13;2;45425;2DO;0
1117795;0.53;C;6;3;40;50;3;D;53;13;2;45424;1RC;336.52
1117871;0.59;C;5;2;27;60;3;D;82;9;1;32429;4BG;215.89
1118113;0.09;E;5;0;77;50;1;D;93;13;2;49577;2DO;0
1118113;0.09;E;5;0;77;50;1;D;93;13;2;49576;1RC;78
1118187;0.1;E;6;6;46;50;1;D;93;13;1;49703;3VI;0
1118322;0.56;E;6;6;61;63;3;E;82;13;2;41088;1RC;0
1118322;0.56;E;6;6;61;63;3;E;82;13;2;41089;2DO;74.27
1118337;0.03;E;7;0;45;50;1;D;82;13;1;41090;1RC;210.02
1118440;0.4;A;8;9;23;95;2;E;24;1;2;47357;3VI;359.58
1118440;0.4;A;8;9;23;95;2;E;24;1;2;47306;1RC;194.62
1118615;0.75;D;7;12;52;50;2;D;24;13;1;34764;1RC;82.62
1118629;0.55;D;7;6;42;80;10;D;24;4;1;49954;3VI;1783.87
1118638;0.66;D;5;5;45;50;5;E;24;13;1;49949;1RC;2509.34
1118809;0.46;B;5;7;45;50;1;E;24;13;1;37339;2DO;525.22
1118990;0.35;A;9;1;55;50;1;E;24;13;1;45815;1RC;396.22
1119287;0.92;C;10;7;26;66;2;E;24;7;1;33989;4BG;130.54
1119297;0.81;E;6;7;48;50;5;E;24;13;3;34035;1RC;0
1119297;0.81;E;6;7;48;50;5;E;24;13;3;33978;3VI;84.59
1119297;0.81;E;6;7;48;50;5;E;24;13;3;33979;4BG;8750.45
1119503;0.39;C;7;11;50;55;12;E;93;13;3;48345;1RC;1189.1
1119503;0.39;C;7;11;50;55;12;E;93;13;3;48346;2DO;626.69
1119503;0.39;C;7;11;50;55;12;E;93;13;3;48445;2DO;2362.98
1119630;0.15;D;7;8;47;50;2;E;93;13;4;48151;2DO;0
1119630;0.15;D;7;8;47;50;2;E;93;13;4;48270;2DO;1128.12
1119630;0.15;D;7;8;47;50;2;E;93;13;4;48269;1RC;0
1119630;0.15;D;7;8;47;50;2;E;93;13;4;48150;1RC;3862.14
1119992;0.46;E;5;3;49;50;5;E;31;13;2;49093;2DO;1128
1119994;0.43;E;5;3;49;63;5;E;31;13;3;49199;1RC;251.65
1119994;0.43;E;5;3;49;63;5;E;31;13;3;49182;4BG;967.35
1120067;1;D;5;11;51;50;4;E;31;13;2;49055;1RC;126.15
1120067;1;D;5;11;51;50;4;E;31;13;2;49033;4BG;203.61
1120098;1;D;4;8;31;50;2;D;31;13;1;49147;4BG;285.89
1120115;0.49;E;9;8;47;50;13;E;31;13;1;49114;2DO;231.86
1120571;1;C;6;9;22;76;1;E;25;5;1;32755;4BG;65.64
1120702;0.35;C;7;10;44;52;3;E;91;13;1;41242;3VI;0
1120712;0.84;E;7;0;41;50;4;D;82;13;4;41551;2DO;2593.62
1120712;0.84;E;7;0;41;50;4;D;82;13;4;41192;1RC;100.83
1120712;0.84;E;7;0;41;50;4;D;82;13;4;41552;4BG;301.85
1120712;0.84;E;7;0;41;50;4;D;82;13;4;41193;2DO;545.39
1120755;0.75;C;4;5;54;50;6;E;82;13;1;41326;1RC;2467.13
1120822;0.29;D;7;5;46;59;4;E;24;13;2;33172;2DO;1356.79
1120822;0.29;D;7;5;46;59;4;E;24;13;2;33171;1RC;2906.15
1120952;0.66;C;5;16;23;85;5;E;24;3;1;33261;1RC;313.16
1121026;0.21;C;8;1;33;50;6;D;52;13;1;42872;4BG;854
1121210;1;B;6;4;41;50;2;D;93;13;1;49732;4BG;96.64
1121268;0.05;C;6;4;25;95;3;E;31;1;1;49723;1RC;323.13
1121353;1;E;6;5;26;76;3;D;93;5;1;48144;1RC;1477.42
1121889;0.31;E;5;1;55;50;5;D;11;13;1;49907;2DO;1050.76
1122134;0.75;C;5;8;54;58;2;D;72;13;2;34376;2DO;277.68
1122134;0.75;C;5;8;54;58;2;D;72;13;2;34374;1RC;0
1122210;0.41;C;5;5;32;62;1;D;72;13;2;34357;1RC;3711.58
1122210;0.41;C;5;5;32;62;1;D;72;13;2;34358;2DO;1128
1122246;0.39;E;7;0;38;67;1;D;72;7;3;34341;1RC;0
1122246;0.39;E;7;0;38;67;1;D;72;7;3;34343;2DO;410.47
1122246;0.39;E;7;0;38;67;1;D;72;7;3;34378;4BG;1128
1122301;0.1;D;4;16;36;68;2;E;72;7;1;34366;1RC;1128
1122543;0.45;C;5;9;39;50;5;D;41;13;1;37714;1RC;48.97
1122770;0.97;E;4;14;42;50;5;E;26;13;1;36453;4BG;379.16
1122782;0.95;C;5;3;50;83;4;D;26;3;1;36644;4BG;81.25
1122785;0.95;C;6;16;33;50;1;D;26;13;1;36645;1RC;215.65
1122842;0.54;C;6;0;66;72;6;E;26;6;2;36513;4BG;356.67
1122842;0.54;C;6;0;66;72;6;E;26;6;2;36642;4BG;0
1122961;0.27;A;7;9;18;100;2;E;24;0;1;36297;1RC;1409.74
1123061;0.78;C;7;7;70;50;2;E;24;13;1;46247;2DO;498.29
1123160;0.41;E;7;1;35;50;3;D;93;13;1;43628;2DO;235.98
1123292;0.23;D;7;9;33;60;2;D;52;9;1;43267;4BG;564
1123300;0.73;D;6;6;37;69;1;D;52;6;3;43233;1RC;1128.12
1123300;0.73;D;6;6;37;69;1;D;52;6;3;42911;1RC;537.8
1123300;0.73;D;6;6;37;69;1;D;52;6;3;42912;2DO;1128.12
1123381;0.56;E;7;14;72;50;5;D;93;13;1;48199;1RC;1301.16
1123505;0.62;C;13;35;68;50;11;E;93;13;1;48446;1RC;134.43
1123749;0.41;B;15;0;32;50;12;E;82;13;2;32296;2DO;0
1123749;0.41;B;15;0;32;50;12;E;82;13;2;32295;1RC;1128.12
1123914;0.21;C;7;10;37;71;6;D;24;6;1;44592;1RC;0
1124142;0.24;B;5;0;35;53;2;D;24;13;1;33422;1RC;885.56
1124232;0.16;D;6;5;35;60;3;E;24;9;1;33539;2DO;99.95
1124320;0.49;E;4;10;30;95;2;E;26;1;1;36685;4BG;1128.12
1124405;0.49;E;10;14;54;50;2;D;93;13;1;48332;1RC;213.37
1124441;0.34;C;6;14;59;68;1;E;93;7;1;48404;1RC;739.72
1125388;1;D;4;10;53;50;2;E;24;13;2;36110;2DO;739.84
1125388;1;D;4;10;53;50;2;E;24;13;2;36109;1RC;65.27
1125525;1;C;7;9;57;50;2;E;24;13;1;48963;1RC;330.32
1125684;1;A;5;7;75;50;1;E;24;13;1;41732;2DO;247.76
1126208;1;A;6;15;46;50;1;D;52;13;1;42984;4BG;419.34
1126265;1;C;9;15;61;50;10;D;25;13;1;32782;4BG;75.11
1126756;1;F;5;7;54;77;1;E;11;4;1;45108;4BG;295.07
1126856;1;E;6;5;74;50;5;E;24;13;1;44130;2DO;1974.81
1126940;1;A;7;6;42;50;1;E;24;13;1;40264;1RC;18.26
1127622;1;E;4;1;40;62;2;E;72;13;2;46499;2DO;35.1
1127622;1;E;4;1;40;62;2;E;72;13;2;46498;1RC;2139.42
1127845;1;D;5;7;40;50;1;E;53;13;1;37024;2DO;363.58
1127849;1;C;5;11;38;50;2;D;52;13;1;43026;1RC;83.11
1128287;0.99;A;6;9;61;50;4;E;54;13;1;46437;4BG;553.54
1128356;0.38;F;9;13;47;50;1;E;11;13;1;45013;1RC;1128
1128643;1;B;5;16;90;58;2;E;24;13;1;49001;1RC;218.35
1128699;1;A;4;11;43;50;2;E;26;13;1;36678;4BG;998.38
1128783;1;A;4;1;47;50;3;D;24;13;2;34861;2DO;462.64
1128783;1;A;4;1;47;50;3;D;24;13;2;34776;2DO;1033.5
1129365;1;B;7;7;42;52;1;E;25;13;1;37912;2DO;1383.83
1129505;0.45;C;8;16;55;50;11;E;53;13;1;36886;2DO;1047.18
1129553;0.85;E;5;9;67;50;5;D;24;13;2;44394;1RC;4598.9
1129553;0.85;E;5;9;67;50;5;D;24;13;2;44607;1RC;444.15
1130061;0.95;C;6;2;55;50;3;D;82;13;2;31162;2DO;10198.87
1130061;0.95;C;6;2;55;50;3;D;82;13;2;31201;2DO;1948.58
1130131;0.36;B;7;11;75;50;1;E;53;13;1;36839;2DO;87.52
1130194;1;A;7;14;45;50;5;D;52;13;2;31778;4BG;98.98
1130194;1;A;7;14;45;50;5;D;52;13;2;31786;4BG;895.92
1130244;1;B;6;15;38;50;1;D;52;13;3;42934;2DO;1128.12
1130244;1;B;6;15;38;50;1;D;52;13;3;42933;1RC;274.16
1130244;1;B;6;15;38;50;1;D;52;13;3;42969;4BG;272.98
1130261;0.67;D;6;1;49;50;2;D;53;13;1;45557;4BG;2929.32
1130369;1;C;10;1;37;51;2;E;53;12;1;35686;1RC;1128
1130527;1;C;6;4;54;62;1;D;24;13;2;46527;1RC;0
1130527;1;C;6;4;54;62;1;D;24;13;2;46528;2DO;189.62
1130535;1;B;6;15;53;50;1;E;24;13;1;37271;4BG;917.15
1130859;0.87;B;5;1;49;50;2;D;24;13;1;47051;1RC;0
1131146;0.35;C;6;8;66;50;2;D;24;13;1;47050;4BG;127.27
1131256;1;C;6;5;52;50;2;D;24;13;1;39855;4BG;138.3
1131321;1;A;7;19;44;50;1;E;24;13;1;42465;4BG;1385.42
1131388;1;A;10;4;59;50;4;E;24;13;2;48935;2DO;331.78
1131388;1;A;10;4;59;50;4;E;24;13;2;49004;2DO;340.04
1131578;1;B;7;6;53;50;2;D;24;13;1;49267;2DO;3014.58
1131668;1;E;6;5;64;55;1;E;24;13;2;44511;2DO;1128
1131668;1;E;6;5;64;55;1;E;24;13;2;44510;1RC;185.08
1131828;1;A;8;6;49;50;2;D;54;13;2;35634;1RC;70.42
1132006;0.91;C;7;3;49;50;1;D;52;13;1;40839;4BG;1128.12
1132366;0.69;D;7;12;46;50;1;E;53;13;1;40551;1RC;501.77
1133152;0.4;B;6;5;67;50;12;E;24;13;1;43987;1RC;201.99
1133332;1;A;6;12;42;50;1;D;24;13;1;47768;4BG;142.07
1133334;0.76;A;6;8;33;50;2;D;24;13;1;34066;4BG;85.33
1133357;1;E;6;3;43;62;1;E;24;13;1;44210;1RC;0
1133390;1;E;5;3;50;58;6;E;53;13;2;44489;2DO;1128.12
1133390;1;E;5;3;50;58;6;E;53;13;2;44488;1RC;409.93
1133536;0.98;F;6;3;36;57;3;D;11;10;1;44233;4BG;1444.43
1133567;1;D;4;5;51;50;1;E;82;13;1;41023;1RC;279.21
1133607;1;C;5;3;77;50;2;E;82;13;1;38154;4BG;63.81
1133787;1;A;6;8;57;50;5;E;54;13;2;46420;2DO;585.81
1133787;1;A;6;8;57;50;5;E;54;13;2;46419;1RC;10704.77
1133828;0.3;E;5;2;53;50;2;D;25;13;1;32781;2DO;1128.12
1133867;1;C;7;12;77;58;1;E;25;13;1;33001;1RC;290.81
1133904;1;B;6;13;46;50;2;D;52;13;1;39275;4BG;164.62
1134293;1;D;7;7;46;64;3;E;82;8;1;45649;1RC;331.34
1134314;1;E;4;12;61;62;1;E;93;13;1;41049;1RC;1128.12
1135438;1;A;7;6;55;50;2;D;24;13;2;38727;1RC;194.89
1135475;1;C;7;5;50;50;1;D;25;13;1;32768;1RC;420.68
1135545;0.17;D;6;4;57;50;2;D;53;13;1;40567;4BG;520
1135620;1;C;7;4;69;50;11;D;53;13;1;35943;2DO;1128.12
1135696;0.74;B;6;6;34;62;3;D;52;13;2;40808;1RC;402.96
1135696;0.74;B;6;6;34;62;3;D;52;13;2;40809;2DO;210.23
1136188;1;D;4;8;50;50;6;E;82;13;2;41050;4BG;191.54
1136188;1;D;4;8;50;50;6;E;82;13;2;41044;4BG;10298.77
1136195;0.9;C;5;1;73;62;1;D;82;13;2;38505;1RC;0
1136195;0.9;C;5;1;73;62;1;D;82;13;2;38506;2DO;337.45
1136242;0.37;C;6;3;40;72;3;D;24;6;1;45919;4BG;254.16
1136284;0.83;A;7;15;45;50;2;E;24;13;1;34609;4BG;237.1
1136319;1;A;7;13;53;50;2;D;24;13;1;36062;4BG;202.59
1136490;1;B;6;1;57;50;2;D;24;13;1;46016;1RC;863.86
1137325;1;C;5;4;57;50;6;E;82;13;2;46104;1RC;912.69
1137325;1;C;5;4;57;50;6;E;82;13;2;46105;2DO;190.02
1137587;1;C;6;12;40;50;2;D;24;13;1;46170;4BG;19.81
1138145;0.78;E;6;13;54;76;1;D;82;5;1;41254;1RC;91.91
1138196;1;E;8;14;34;68;12;E;24;7;1;44649;1RC;2405.73
1138644;0.2;A;6;6;45;50;12;E;24;13;1;41645;2DO;1407.59
1138672;1;F;6;3;50;50;2;D;11;13;1;34590;2DO;201.1
1138947;1;B;5;9;72;68;3;E;25;7;1;32924;4BG;5601.67
1138966;1;D;5;8;52;59;1;E;53;13;1;40491;1RC;294.1
1139122;0.72;C;6;2;43;50;2;E;53;13;1;40666;4BG;277.63
1139288;0.3;D;7;10;40;50;1;E;24;13;1;33601;4BG;385.57
1139366;1;A;6;5;39;50;2;D;24;13;3;38695;1RC;5916.35
1139366;1;A;6;5;39;50;2;D;24;13;3;38681;1RC;0
1139579;0.09;E;5;12;42;64;2;E;11;8;1;41808;1RC;1832.15
1139639;0.46;C;7;11;64;50;2;E;24;13;2;41838;2DO;656.9
1139639;0.46;C;7;11;64;50;2;E;24;13;2;41837;1RC;0
1139949;1;B;4;12;75;50;2;E;24;13;2;41651;1RC;885.06
1139961;0.77;E;7;15;39;50;2;E;82;13;1;40939;3VI;1128.12
1140302;1;C;4;10;65;50;2;E;53;13;1;35246;1RC;1128.12
1140624;0.05;B;7;0;37;50;4;D;11;13;1;45757;1RC;716.44
1141434;1;D;5;7;30;63;5;D;24;13;2;44368;2DO;0
1141797;1;A;5;9;40;50;2;D;54;13;1;40061;1RC;1600.16
1141875;0.89;D;7;11;35;50;2;D;52;13;2;42887;1RC;608.32
1141875;0.89;D;7;11;35;50;2;D;52;13;2;42888;2DO;504.88
1142146;0.49;D;6;6;33;54;1;D;54;11;2;35651;4BG;2558.86
1142146;0.49;D;6;6;33;54;1;D;54;11;2;35631;1RC;298.62
1142325;0.95;E;4;7;45;50;2;D;24;13;1;49274;4BG;289.53
1142548;1;D;6;7;54;50;2;D;24;13;1;46560;4BG;0
1142735;0.24;E;6;5;34;90;5;E;82;2;2;38080;2DO;1128
1142735;0.24;E;6;5;34;90;5;E;82;2;2;38079;1RC;91.32
1143007;0.46;A;5;6;39;50;1;E;24;13;2;34882;2DO;215.79
1143007;0.46;A;5;6;39;50;1;E;24;13;2;34883;3VI;82.01
1143084;1;A;9;2;55;50;6;D;24;13;1;38823;2DO;672.83
1143118;1;B;5;11;80;50;2;D;24;13;1;38831;2DO;206.42
1143220;1;D;5;3;31;50;2;E;11;13;1;44906;4BG;72.68
1143325;1;C;4;10;37;50;3;D;11;13;1;42121;4BG;175.54
1143889;1;B;6;14;35;50;2;D;24;13;1;49257;1RC;273.33
1143989;1;C;5;2;30;50;1;D;24;13;1;33864;4BG;1128.12
1144371;0.43;B;7;13;60;62;3;E;82;13;1;38491;1RC;1285.53
1144451;1;B;7;11;37;60;3;E;24;9;2;44603;1RC;1188.4
1144451;1;B;7;11;37;60;3;E;24;9;2;44604;2DO;609.8
1144492;1;C;6;7;68;62;1;E;82;13;1;38204;1RC;0
1144703;0.41;E;7;4;41;50;1;E;53;13;2;40573;2DO;1128.12
1144703;0.41;E;7;4;41;50;1;E;53;13;2;40571;1RC;174.61
1144756;1;B;4;12;33;60;5;E;52;9;1;35405;4BG;1128
1144843;1;A;11;3;51;60;12;D;26;9;4;40754;1RC;0
1144843;1;A;11;3;51;60;12;D;26;9;4;40602;2DO;1128.12
1144843;1;A;11;3;51;60;12;D;26;9;4;40601;1RC;0
1144843;1;A;11;3;51;60;12;D;26;9;4;40755;2DO;110.44
1144889;1;C;6;12;67;50;1;E;53;13;1;45352;4BG;235.11
1145157;1;C;5;3;70;50;1;E;53;13;1;45293;4BG;138.24
1145781;0.29;C;5;17;37;57;3;D;23;10;1;37089;4BG;237.38
1145858;0.65;C;7;5;29;60;1;E;82;9;1;38964;4BG;219.49
1146087;1;E;5;4;35;50;2;E;54;13;1;43111;4BG;84.77
1146357;0.76;D;5;11;46;50;3;D;53;13;1;40731;4BG;381.36
1146393;1;C;5;2;52;50;5;D;24;13;1;46110;2DO;18806.7
1147161;1;C;7;14;53;100;1;E;24;0;1;33625;1RC;1128.12
1147461;0.68;D;5;10;61;57;3;D;53;10;1;42673;1RC;326.46
1147589;0.83;E;8;13;32;57;12;E;52;10;1;43120;4BG;132.58
1147910;1;A;8;15;44;50;2;D;24;13;1;46291;4BG;455.58
1148025;1;A;7;5;75;62;2;E;24;13;1;39752;2DO;226.09
1148901;1;A;4;9;40;50;6;E;24;13;1;36248;4BG;1128.12
1149148;0.83;A;4;11;35;63;2;E;24;13;2;39329;1RC;216.61
1149148;0.83;A;4;11;35;63;2;E;24;13;2;39330;4BG;340.03
1149228;1;C;7;4;47;54;1;D;11;11;1;48733;4BG;3102.57
1149817;1;E;5;3;41;50;2;E;93;13;1;44814;1RC;1949.3
1149981;1;E;6;13;39;50;1;D;24;13;1;44516;1RC;497.07
1150034;1;B;6;7;37;64;2;D;24;8;1;41845;4BG;242.39
1150230;0.84;E;5;8;28;54;1;E;52;11;1;39216;4BG;1128.12
1150393;1;F;5;2;33;51;1;D;11;12;1;38740;1RC;122.45
1150535;1;A;6;3;70;50;1;E;24;13;1;39905;2DO;1560.38
1150820;0.3;C;5;5;39;50;4;D;53;13;2;35689;3VI;121.45
1150820;0.3;C;5;5;39;50;4;D;53;13;2;35688;2DO;0
1151065;0.58;F;6;3;31;51;2;E;11;12;1;34017;3VI;297.29
1151182;1;D;7;8;28;57;1;D;82;10;1;38124;4BG;254.16
1151210;1;C;7;1;52;50;2;E;24;13;1;39790;4BG;262.23
1151784;0.54;A;5;5;28;60;5;D;24;9;1;42000;1RC;1128
1152120;0.91;C;4;5;53;50;6;E;11;13;2;45064;1RC;1507.1
